Headline,Attentio Score
Why Would Millions Of People Want To Live In A Lemonade Stand? Because It's Genius.,-4.94416341
"When Shutting Up Is Actually A Privilege, It's Time To Speak The Eff Up",-4.755902786
He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound.,-3.835350248
"You Know How You’re Supposed To Always Want To Be Younger? Well, Screw That.",-5.30709892
"Wow, So Walmart Is Super Proud Of Its Depressing Track Record On Paying People?",-4.891715249
How Changing The Definition Of One Word Might Make TV Shows Worse But Real Life Better,-4.300842403
An Artist Counted Every Atomic Explosion On Earth And Shows Them All In A Matter Of Seconds,-4.803076734
"No, The M Does Not Stand For Misogyny.",-5.38008543
Some People Get Drum Sets To Play Music. This Person Got One For A Much More Beautiful Reason.,-4.778528388
Which Beloved Classic Author Might Have Thought You Were A Public Menace Right Now?,-5.531936469
Middle School Can Be Miserable. The Only Good Way Out Is Through. We Got Through. And So Will You.,-3.892300375
A Rare Look Into The Past Of A Famous Transgender Actress,-4.594752473
"If I Could Show This Actress And Activist Her Future, I Bet What She'd See Would Be Magnificent",-5.0016426
Give Him 3 Minutes And He'll Explain What Everyone's Getting Wrong About People Losing Health Care,-5.251674894
Some States Have Decided That People Living On The Edge Might Not Be Such A Great Idea,-5.652119768
"A Beautifully Shot Advocacy Video About A Young Boys Experience Being Homeless In OC, California",-5.177065484
"The Reality Homeless Children Live —Told By Mark, 10 Years Old",-5.040097966
"In 3 Minutes, He Nails What No One Wants To Hear About Those Cancelled Health Plans",-4.123078812
"One Day After His Dad Dies, He Decides To Share Something With Us",-3.629406035
Stuff Like This Is Why Public Transportation Is Way More Entertaining Than Sitting Alone In Your Car,-4.494918244
"In 3 Minutes, He Nails What No One Wants To Hear About Those Cancelled Health Plans",-4.001102231
"She Has A Dark Secret, Who Can She Tell?",-4.253847484
A Kid Says Something To A Teacher That No One Should Have To Experience,-3.476840471
"He's The Only One In His School. Instead Of Feeling Special, He Gets Bullied Everywhere. ",-3.729025991
Walmart Went On The Record About What It Pays Its Workers. It Didn’t Count On Us Knowing Math.,-4.67921444
"He's The Only One In His School. Instead Of Feeling Special, He Gets Bullied Everywhere.",-3.786842546
"Why Would 826,000 People Want To Live In A Lemonade Stand? Because It's Genius.",-4.59813872
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You ",-4.521602224
​Read The Witty Suggestion An Advice Columnist Gives To A Homophobic Parent,-2.751535313
​Read The Witty Suggestion An Advice Columnist Gives To A Homophobic Parent,-3.936536142
Someone You Might Not Expect Makes A Speech You Won't Forget,-3.990114763
It’s Done In A Very Simple Way. Because That’s The Only Way Congress Will Understand It.,-5.019799523
"50 Years Ago, JFK Was Assassinated. Hear How The Boston Symphony Orchestra Responded. ",-4.215964578
Someone You Might Not Expect Makes A Speech You Will Not Forget,-4.188341544
"STOP TALKING SO LOUD, And Other Kind Requests From A Girl With Aphasia",-4.062039717
I Guess It Just Takes A Little Kid And A Cartoon To Explain What Politicians Can't,-4.084666974
"They May Have Guns, But This Kid’s Got A Cartoon And Something To Say. They Should Listen. ",-4.7690273
"This Might Start Out Like An Alcohol Ad, But It Does Not End Like One",-3.841446331
Listen To Neil deGrasse Tyson Give You 10 Reasons Why You Should Love Science,-4.502062769
Is This Kinda The Poetry Version Of 'I Like Big Butts' By Sir Mix-A-Lot?,-4.289843583
This Is Why I’ll Never Shut Up About Money In Politics,-5.480542019
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",-3.781962785
"What's Wrong With Our School System And Why We Mistrust Teachers, Explained By A Student ",-3.861063068
Someone You Might Not Expect Makes A Speech You Will Not Forget,-4.362028733
"If Some Of Your Work Life Involves Sitting, You Really Should Watch A 3-Minute Clip About...Well, Sitting!",-4.207418113
Why Are The Democrats Finally Fighting Back? See For Yourself.,-4.824341256
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",-3.871284009
"A Minister Defies His Christian Church To Follow Jesus. Wait, What?",-4.524348042
Hear The Moment This Audience In Boston Found Out JFK Had Been Shot.,-3.909814162
It Would Really Be Easier To Clean Spit-Up If You Got A Check Afterward,-5.69341142
A Minister Stands Up To Some Bullies Picking On His Son. By Bullies I Mean His Entire Religion.,-4.475176831
A Minister Decides To Defy His Own Church To Help His Own Son. Righteousness Ensues.,-4.476992403
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",-3.450419791
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",-3.804779472
"America Was Built On Success Stories, Right?",-4.40836588
"If Some Of Your Work Life Involves Sitting, You Really Should Watch A 3-Minute Clip About...Well, Sitting!",-4.035105259
Why Don't We Educate The Whole World? For Free? No Big Deal.,-4.654221242
When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story,-4.305705576
When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story,-4.529628826
Ever Get The Feeling Obama's Been Treated A Little Differently? You're Not Imagining Things.,-4.028769234
A Church Told A Pastor That He Couldn't Preside Over His Own Son's Wedding. He Disagreed.,-4.32881968
They Did It 86 Times To Every Other President Combined. 82 Times To Obama Alone.,-3.994495301
A Church Told A Pastor That He Couldn't Preside Over His Son's Wedding. He Responded Like A Dad.,-3.790422649
These Ladies Made Rugs From Scraps. Middle Men Stepped In & Tried Taking It Over. But They Said No.,-4.647949814
This Working Woman Gives What Her Job Needs. Chauffeur? Check. A Loan? Yes. Bath? Get In The Tub.,-4.735400682
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",-3.214015548
The Heartbreaking Reality Behind Fashion Designers' Sketches Of Women,-4.060728738
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You",-4.650104924
"This Congressman Might Seem Like The Worst, But He’s Part Of A Much Bigger Problem",-4.729289141
"When They Imagine Clothes For Models, Here's What Actual Women Would Have To Look Like",-3.521191049
Police Make Honest Mistakes. But A Young Boy Shouldn't Have To Spend Three Years In Jail For Them.,-4.743649842
The Economics Of Birth Control Prove Letting Ladies Make Their Own Decisions Is Good For Your Wallet,-5.158305393
Listen To Angelina Jolie's Call For The Violence Against Women To End,-4.674873268
Listen To Neil deGrasse Tyson Give You 10 Reasons Why You Should Love Science,-4.641003205
"After 3 Years In Jail, This Innocent Teen Finally Gets To Say A Few Words",-4.337246278
"The Day After His Dad Dies, He Waits Until The End Of His Show To Tell Us About It. Just Beautiful.",-3.542715918
Listen To Angelina Jolie Urge The UN To End Rape In War Zones,-4.716026212
That One Time When Some Really Wealthy Dudes Were Actually ASKING To Be Taxed More,-4.653736235
Feeling Crappy? Hear Tim Minchin Remind You That Things May Not Be Too Bad,-4.105803931
Watch The Moment Angelina Jolie Stands Up For Women Worldwide To The UN,-3.678031352
"I Don't Remember This Scene From The Hunger Games Sequel, But It Sure Is Realistic",-3.606562386
A Great Story About The Phillipines That Does Not Involve A Typhoon,-5.567728702
Watch The Moment Angelina Jolie Stands Up For Women Worldwide To The UN,-3.706181733
What She Calls Herself Is Awful. Can You Relate?,-4.131721014
The Side Effect Of Birth Control No One Ever Talks About,-4.569422505
"Once Upon A Time, One Guy Decided To Change Three Lives. It's Not A Fairytale, But It's Real Life.",-4.496271982
$$$$: The Side Effect Of Birth Control No One Ever Talks About,-4.260636558
What Warren Buffet And Bill Gates Think Is 'Very Unfair',-4.489506995
What Warren Buffet And Bill Gates Think Is 'Very Unfair' For A Country Like Ours To Do,-4.602800969
I'm Gonna Go Out On A Limb And Say It's OK For Dudes To Have Feelings,-4.516565286
A Little Dude Gets Kind Of Philosophical About Ocean Pollution,-5.111419316
"The Best Way To Explain A Global Problem? With Legos, Of Course.",-5.250981624
"If You Tell This 'Manly' Dude To Man Up, You Better Be Prepared To Learn Why What You Said Is Awful",-4.22715415
Tell Me Again How That Dude Should Man Up And I'll Tell You Again To Get Out Of My House,-4.410259074
"If You Want To Be A Real Man, Never Say This",-4.243646611
"The Next Time You Hear Someone Say Man Up, Tell Them To Watch This And Pipe Down",-4.085916712
"I Am Livid That A Magazine Did This To Jennifer Lawrence And My Guess Is She Is, Too",-3.543499392
Another Downside Of Abject Poverty: Getting Your Kidneys Stolen,-4.476824808
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You",-4.814409298
More Than 93 Percent Of Americans Totally Want It To Be Legalized. And It's Not Weed.),-4.566584785
A Union Rep Gets Asked Some Hard Questions. His Answers May Surprise You.,-5.020534849
More Than 93 Percent Of Americans Totally Want This To Be Legalized. And It's Not Weed.),-4.27597936
A Union Rep Gets Asked Some Hard Questions. His Answers May Surprise You.,-4.912089115
Why Is Kevin Bacon Wearing Dad Glasses And A Fake Mustache While Telling Me To Shop?!,-5.074405977
"Cheap, Cheesy, And For Charity: You're Gonna Love This Commercial Featuring A VERY Special Guest",-4.766489601
This Famous Actor's Disguise Isn't Foolin' Anyone But Why He Puts It On Is A Pure Delight,-4.464411812
The Real Truth About A Program That's Not Just For Slackers,-5.030437921
"His Disguise Isn't Foolin' Anyone But It Will Make You Laugh, And Think, And Laugh Again",-4.888118851
"Every Marriage Isn't The Same, Especially For Women In This Country",-3.863120922
Never Underestimate The Power Of Bacon,-5.814444701
The World Is Looking Away From A Devastating Massacre Of Innocent People Happening. Are You?,-4.954820515
AIDS Is 25 And Like Most Twentysomethings It's Having A Hard Time Finding A Home.,-5.646859327
Plans To Snag Some Hot Deals On Friday? Here's A Thought On What To Do With The Money You Saved.,-5.571109724
"The Reason You Shouldn't Say ""AIDS In Africa"" Is Pretty Inspiring",-5.062667779
"Bacon, Bacon, Kevin Bacon, Bacon, Economic Growth, Bacon, Bacon, Bacon, Bacon",-5.173738752
A Massacre Of Innocent People Is Happening And The World Looks The Other Way,-4.832398407
Whoever Said 'Money Can't Buy Happiness' Just Wasn't Spending It Right,-4.957785354
WAIT! Listen To This Guy's Talk On Spending Money And Happiness Before Going Out Shopping On Friday,-5.198497031
Guess Which Of These People Turned Out To Be The Most Inspiring 109-Year-Old You'll Ever Meet?,-4.806545816
It's Pretty Shocking How Much Money This Person Would Make If They Didn't Love Their Client So Much.,-4.991598088
Sometimes The Cops Help You Find Your Stolen Car. Sometimes The Cops Are The Ones Who Stole It.,-5.113993807
Sometimes The Cops Help You Find Your Stolen Car. Sometimes The Cops Are The Ones Who Stole It.,-5.058317425
"Before It Gets Too Hot, Here's How To Play With Some Legos To Learn About The Future",-5.036119755
A Tale Of Growth And Self Discovery. Spoiler Alert: It Ends With ... A Feminist!,-4.926359897
"If This Woman Were Alive Today She'd Be 110. Actually, She Is, And Has Something Incredible To Say.",-4.010742735
"Before It's Too Late, Break Out Everyone's Favorite Childhood Toy And Follow Along",-5.048681609
"A Half Mile Away From The Beginning Of The Gay Rights Movement, A Few Folks Are Left Out In The Cold",-5.052052732
"This Woman Was Born In 1903. She's Still Alive Today, And Has Something Incredible To Say.",-3.718339183
"The Kind Of Prison You Really, Really, Really Don’t Want To Go To",-5.298788953
"Politics Aside, Listen To This Man Share His Story Of Grief",-4.524992549
"A Reminder Of What America Should Really Mean, From What Of It's Greatest Young Voices",-5.147405027
It's Amazing How Much Money This Lady Would Make If She Didn't Love Her Client As Much As She Does,-4.843716885
They Asked If She Had Anything Else She Wanted To Say To The Audience. That's When She Took It Home,-3.686139856
She Was 40 When The Nazis Took Her. Now Who's Laughing?,-4.428767384
"Ugh, Just Get A Job And Get Off Food Stamps! If Only It Were That Simple.",-4.318407231
"Food Stamps Are For Lazy Freeloaders! Well, Let's Look At The Facts.",-4.071718132
"Food Stamps Are For Lazy Freeloaders! Well, Let's Look At The Facts.",-4.03316488
Kneepads? Check. Helmet? Check. Girl Power? Triple Check.,-4.950488201
"No, She's Not Sorry. She's Mad As Hell.",-4.050094436
They Weren’t Happy With What She Said. So She Said It Again.,-3.890298035
"As You Return From Your Thanksgiving Holiday, Consider Some Who Never Got To Join In",-5.445742182
They Weren’t Happy With What She Said. So She Said It Again.,-3.538081096
