Headline,Attention
"Their mother bursts into tears thinking about the surgery. But after, they can't stop smiling.",0
I never realized how dumb our cities are until I saw what a smart one looks like.,1
Why are so many cities making people sick? Wake up and smell the exhaust fumes.,0
Bill Nye wasn't always The Science Guy. His story makes me like him even more.,1
Can you guess what celebrity look-alike contest Bill Nye won before he became 'The Science Guy?',0
Julia Roberts stars in her biggest role ever. She will literally never have a bigger one.,1
It's definitely time to stop trying to save the Earth.,0
"""You throw like a girl!"" MythBusters puts the classic insult to the test.",1
"What does it really mean if someone says you ""throw like a girl""",0
I asked a black ladyfriend if this was for real. She realized she had no idea how oblivious I was,1
#askhermore isn't just for the red carpet.,0
Her name is Gertrude Mamba. Here is her story. Brace yourself.,1
40 billion hours a year. That's the time people spend to get water in Africa.,0
I asked a black ladyfriend if this was for real. She realized she had no idea how oblivious I was.,1
"Whenever I think I understand my privilege, something reminds me how wrong I am.",0
8 things to try when you start to feel sick (because science!),1
"Honey, garlic, and booze? 8 ways to beat a sickness faster.",0
"They can barely bring themselves to watch, but when I saw what was on the screen, I just laughed.",1
"They can barely bring themselves to watch, but when I saw what was on the screen, I just laughed",0
"Well, one guy in this video just comes out and says it. 'Stop treating women like baby-machines.'",1
They're sharing some brave thoughts and experiences with womanhood. You may find yourself agreeing.,0
It's a pop song like no other. But not every woman is allowed to hear it.,1
Her powerful pop song is meant for 'all' women. Even those not allowed to hear it.,0
"They can barely bring themselves to watch. (This doesn't really happen, but I wish it did.)",1
They can barely bring themselves to watch. If only they were serious.,0
There's a new way for kids to smoke cigarettes and it's totally legal. What?,1
"16 million kids can buy e-cigarettes legally, and no one's talking about it.",0
A fairly obvious thing that all homeless people have in common that's good to remember,1
A guy takes to the streets to interview homeless people. The results?,0
"Instead of making homelessness illegal and punishing people, how about we help them?",1
"The first half was a huge downer. It all turned around, though, because of good people.",0
It only took 83 minutes for a movie to change everything for SeaWorld.,1
"They should be free in the ocean, but they’re ‘stored’ in tanks. Now it’s SeaWorld that’s tanking.",0
She sat down and she watched her favorite thing get destroyed.,1
I can't believe we lost the glacier.' — A guy not talking about sports.,0
"He asks, 'Why do people fear the gay?' And then he answers his own question.",1
He reflects on what he thinks makes people dislike others who are different. What do you think?,0
What?! There's a new way for kids to smoke cigarettes legally in some U.S. states.,1
There's a new way for kids to smoke cigarettes and it's *actually* legal for 16 million U.S. kids.,0
SeaWorld is struggling to stay afloat after a movie told its real story.,1
SeaWorld’s been swamped by a tidal wave that began when a movie got behind the scenes.,0
In 2:49 a trans man explains what's actually happening inside his trans body,1
"Gender for many is not what it seems, it's a curse of nature and not what it's deemed'",0
"If water doesn't flow, farmers have to leave their homes for the city. DIY glaciers to the rescue.",1
Can human-beings create glaciers? These guys are off to a good start.,0
What if I told you that you'd never have to see things like this ever again?,1
The result? 72% less chronic homelessness. The reason. Give'em homes.,0
Julia Roberts stars in her biggest role ever. She will literally never have a bigger one.,1
"Julia Roberts just wrapped her biggest role ever, and her face isn't even in the film.",0
"If you opt to not be pregnant anymore for any reason (school, $, whatev) should this be required?",1
Say what?! You have to do this in 41 states if you want to end your pregnancy. Creeptastic.,0
"What do Heidi Klum, Kofi Annan, and Joanne Froggatt all have in common?",1
"Millions of  kids are denied an education, these celebs want to change that.",0
"A movie went behind the scenes, and now SeaWorld is just trying to stay afloat.",1
SeaWorld is trying to stay afloat since a movie revealed its secret.,0
This billboard takes on domestic violence in a way you really have to see to believe,1
People can control how the women on this billboard look. They just have to look up.,0
"A woman perfectly answers the question, ""What's the difference between men and women?""",1
Three women from around the world speak up on the status of women's rights.,0
Meet the world famous supermodel whose standing up for 65 million girls.,1
"These celeb's are making International Women's day, everyday!",0
A couple gave their son a cute little puppy. So why am I sorta creeped out?,1
It's such a relief when you realize what they do to their dog is fake.,0
Watch a super rich capitalist have a 'lil secret chat with his fellow richies,1
